'Fp1'	0.479000000000000	-18
'Fpz'	0.471000000000000	0
'Fp2'	0.479000000000000	18
'F7'	0.491000000000000	-54
'F3'	0.318000000000000	-39
'Fz'	0.234000000000000	0
'F4'	0.318000000000000	39
'F8'	0.491000000000000	54
'FC5'	0.382000000000000	-69
'FC1'	0.167000000000000	-45
'FC2'	0.167000000000000	45
'FC6'	0.382000000000000	69
'M1'	0.500000000000000	-100
'T7'	0.500000000000000	-90
'C3'	0.247000000000000	-90
'Cz'	0	0
'C4'	0.247000000000000	90
'T8'	0.500000000000000	90
'M2'	0.500000000000000	100
'CP5'	0.382000000000000	-111
'CP1'	0.168000000000000	-136
'CP2'	0.168000000000000	136
'CP6'	0.382000000000000	111
'P7'	0.491000000000000	-126
'P3'	0.321000000000000	-141
'Pz'	0.239000000000000	180
'P4'	0.321000000000000	141
'P8'	0.491000000000000	126
'POz'	0.350000000000000	180
'O1'	0.482000000000000	-169
'Oz'	0.472000000000000	180
'O2'	0.482000000000000	169
'AF7'	0.470000000000000	-36
'AF3'	0.395000000000000	-23
'AF4'	0.395000000000000	23
'AF8'	0.470000000000000	36
'F5'	0.404000000000000	-50
'F1'	0.258000000000000	-23
'F2'	0.258000000000000	23
'F6'	0.404000000000000	50
'FC3'	0.266000000000000	-62
'FCz'	0.118000000000000	0
'FC4'	0.266000000000000	62
'C5'	0.372000000000000	-90
'C1'	0.125000000000000	-90
'C2'	0.125000000000000	90
'C6'	0.372000000000000	90
'CP3'	0.267000000000000	-118
'CPz'	0.118000000000000	180
'CP4'	0.267000000000000	118
'P5'	0.403000000000000	-131
'P1'	0.259000000000000	-157
'P2'	0.259000000000000	157
'P6'	0.403000000000000	131
'PO5'	0.437000000000000	-150
'PO3'	0.395000000000000	-158
'PO4'	0.395000000000000	158
'PO6'	0.437000000000000	150
'FT7'	0.496000000000000	-72
'FT8'	0.496000000000000	72
'TP7'	0.496000000000000	-109
'TP8'	0.496000000000000	109
'PO7'	0.489000000000000	-145
'PO8'	0.489000000000000	145
